objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,genre,date_published,date_description,publisher,licensing,musical,adaptation,adaptation_of,description,colocated,notes,format
478,Why Mosquitoes Buzz in People's Ears - Storybook copy,"Aardema, Verna",04-12,0,0,1,1,FALSE,17,Folktales,1975,,Puffin,TRUE,FALSE,TRUE,Adapted form the West African folktale,"In this origin story, the mosquito lies to an iguana, who puts sticks in his ears and ends up frightening a snake, which down a long line causes a panic. In the end, an owlet is inadvertently killed and the owl is too sad to wake the sun until the animals hold court and find out who is responsible. The mosquito is eventually found out, but she hides in order to escape punishment. So now she constantly buzzes in the human ears to find out if everyone is still angry at her.",,This is a photocopy of the picture book.,
479,Why We Cannot Lend,"Winther, Barbara",04-10,5,1,0,6,FALSE,3,Folktales,1976,,"Plays, Inc.",FALSE,FALSE,TRUE,Based on a Japanese folktale,Taro lends out an umbrella. He is told to let people know he cannot lend things out and what he should say to them when they ask.,,,
480,Wicked John: A North Carolina Coastal Tale,"Stephens, Jeffryn",04-10,2,1,4,7,FALSE,10,Folktales,1982,,YPPC,FALSE,FALSE,TRUE,Based on several versions of the Jack Tales.,"A trickster tale from the coast of North Carolina. John was a wicked man, but he managed to trick St. Peter into giving him three gifts. Three devils comes to take him to hell, and he uses those gifts to scare them off. When Wicked John dies, he can't get into heaven and he is barred from hell, so he wanders the Great Dismal Swamp looking for a place to rest.",,,
481,Wind in the Willows,"Iredale, Jane",08-18,4,3,0,7,TRUE,94,Comedy; Coming of Age,1986,,Concord Theatricals,TRUE,TRUE,TRUE,Adaptation of Kenneth Grahame's novel.,"Mole, a curious girl who leaves her underground life for one of adventure, meets the kindly Water Rat, who agrees to show her the world. That world includes the eccentric and wealthy Mr. Toad, whose outrageous enthusiasm for life, and especially for motor cars, brings trouble for everyone.",,,
482,Wind of a Thousand Tales: Folk Tales from Faraway Places,"Glore, John",08-18,11,15,11,37,TRUE,1,Folktales,1991,,IE Clark,TRUE,FALSE,TRUE,Adapted from three folktales.,"Kimberly-Kay doesn't believe in make-believe—she's a no-nonsense kid, too grown up to listen to fairy tales, too sophisticated to have a happy childhood. When her mother comes to tuck her in and tell her a bedtime story, Kimberly-Kay scoffs, turns over, and goes to sleep. That's when the Wind of a Thousand Tales (played by an ensemble of 8 to 34 or more actors) decides it's time to blow in and take charge. Breezes take her to Mexico for a tale about Carlos, a handsome young man who has eyes for beautiful young women only, and Corazòn, who loves him but realizes she is far too unattractive to ever win his love. A little secret: Corazòn does win his love, but you'll have to read or see Wind of a Thousand Tales to find out how. The Breezes also show K-K, a happy/sad Japanese folktale and a funny story that takes place in Central Europe. By the time she has heard the three tales, Kimberly-Kay understands a deeper sense of truth than she had found in a world without make-believe.",,,
483,Windows Software Sketch - in the style of Abbott and Costello,"Unknown,",14-18,2,0,0,2,FALSE,6,Comedy,,Unknown,Unknown,TRUE,FALSE,TRUE,Based on the Who's on First baseball sketch.,If Abbott and Costello had been alive today their baseball sketch might have gone something like this.,,"The best I can find this is from the Jokes of the Day website, emailed to Lali Pshyk from Sally Ficklen in 2004.",
484,Winnie the Pooh,"Sergel, Kristin",08-18,0,0,13,13,TRUE,54,Drama; Coming of Age,1992,,Dramatic Publishing,TRUE,FALSE,TRUE,Adaptation of A.A. Milne's The House at Pooh Corner,"Winnie-the-Pooh is Christopher Robin's fat little ""bear of very little brain"" who would like to drift peacefully through life, humming tunes and stopping frequently to eat ""a little something."" However, he finds himself involved in all sorts of frantic adventures, assisted by such friends as the dismal Eeyore, Piglet and Rabbit, with his countless relations. Pooh's intentions are always the best, but his passion for honey and condensed milk keeps getting him into trouble. When friend Piglet gets roped into Kanga's household and Kanga starts bathing him (with soap!) and forcing down spoonfuls of Strengthening Medicine, Pooh wants to fly to the rescue, but he's had so many snacks he gets stuck in the door. A.A. Milne's wit and special understanding of young people make this one of the most successful plays available.",,,
485,"Winterset, Mio's monologue","Anderson, Maxwell",14-18,1,0,0,1,FALSE,1,Monologue,1935,,Unknown,TRUE,FALSE,FALSE,,"Mio has come seeking truth, evidence of the conspiracy against justice that dishonored and killed the father and made the son an outcast.","Co-located in ""Scenes"" folder",Mio's monologue,
486,Wisdom for Sale: Based on a folktale from India,"Leonard, Joann",04-12,0,1,16,17,TRUE,10,Folktales,1999,,Unknown,TRUE,FALSE,TRUE,Adapted from an Indian folktale,Orphan children who don't have anything else sell people wisdom. They end up saving the life of a merchant's child and a queen with their advice.,,,
487,Wizard of Oz,"Baum, Frank L.",10-18,0,3,10,13,TRUE,14,Fantasy drama,1902,,Unknown,FALSE,TRUE,TRUE,Adaptation of Frank L. Baum's tale.,"Like the stage manager in Our Town, Frank Baum ""stage manages"" his story to keep the action brisk from scene to scene. Baum is a welcome and theatrical addition. In real life he was an actor, traveling salesman, vaudeville manager and newspaperman—an authentic American gypsy. Swept to Oz on a cyclone, Dorothy joins with the Scarecrow, Tin Man and Cowardly Lion as she searches for home and family. The Wonderful Wizard of Oz celebrates the importance of mind and heart; courage in facing what is feared; the need to dream, to dare, to ride out storms; the joys of loving, laughing, crying, being lost and found. Faithful to the original book, Virginia Koste's play creates a fresh framework for Oz.",,,
498,"Woman Who Owned the West, The","Murray, John",08-18,6,9,0,15,FALSE,22,Comedy,1979,,"Plays, Inc.",TRUE,FALSE,FALSE,,The nation's capital is in an uproar when a sweet but firm old lady turns up with a deed that shows she owns almost half of the United States.,,,
488,Women in a Playground,"Durang, Christopher",14-18,0,2,0,2,FALSE,2,Drama,1986,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"Two women watch their children play; one of them is pretty normal, the other has a very pessimistic outlook.",,,
489,"Words, Words, Words","Ives, David",12-18,2,1,0,3,FALSE,8,,1987,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"WORDS, WORDS, WORDS recalls the philosophical adage that three monkeys typing into infinity will sooner or later produce Hamlet and asks: What would monkeys talk about at their typewriters?",,,
490,"Years, The","Johnson, Cindy Lou",14-18,3,3,0,6,FALSE,72,Drama,1994,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"The place is a remote cabin in the wilds of Alaska. As a blizzard rages outside, a lonely figure, Henry Harry, lies sleeping under a heap of blankets. Suddenly, he is awakened by the insistent knocking of an unexpected visitor—who turns out to be Rosannah DeLuce, a distraught young woman who has fled all the way from Arizona to escape her impending marriage, and who bursts into the cabin dressed in full bridal regalia. Exhausted, she throws herself on Henry’s mercy, but after sleeping for two days straight, her vigor—and combativeness—return. Both characters, it develops, have been wounded and embittered by life, and both are refugees from so-called civilization. Thrown together in the confines of the snowbound cabin, they alternately repel and attract each other as, in theatrically vivid exchanges, they explore the pain of the past and, in time, consider the possibilities of the present. In the end their very isolation proves to be the catalyst that allows them to break through the web of old griefs and bitter feelings that beset them both and to reach out for the solace and sanctuary that only hard-won understanding, self-awareness and compassion for the plight of others can bestow.",,,
491,Yerma,"Garcia Lorca, Federico",14-18,2,6,16,24,TRUE,50,Tragedy,1934,,Unknown,TRUE,FALSE,FALSE,,The play tells the story of a childless woman living in rural Spain. Her desperate desire for motherhood becomes an obsession that eventually drives her to commit a horrific crime.,,,
492,You Can't Take it With You,"Hart, Moss",10-18,9,7,3,19,TRUE,85,Comedy,1936,,"Samuel French, Inc.",TRUE,FALSE,FALSE,,"The family of Martin Vanderhof lives “just around the corner from Columbia University — but don’t go looking for it.” Grandpa, as Martin is more commonly known, is the paterfamilias of a large and extended family of charming eccentrics. His granddaughter, Alice, is an attractive and loving girl who is still embarrassed by her family’s idiosyncrasies. When Alice falls for her boss, Tony, a handsome scion of Wall Street, she fears that their two families – so unlike in manner, politics and finances – will never come together. But why be obsessed by money? After all, you can’t take it with you...",,,
493,You Have Been Selected,"Ranson, Rebecca",16-18,5,3,0,8,FALSE,50,Drama,,Unknown,Unknown,TRUE,FALSE,FALSE,,A group of people are identified by a computer and brought together to take part in a survey. They must justify their existence or be shot.,,"This is another Rebecca Ranson; a precursor to Targets. I can't find a specific dedication, but the notes on it and the style matches her general writing style and handwriting and there was a note about it in Targets. Not for children.",
496,"You're A Good Man, Charlie Brown","Gesner, Clark",08-18,4,2,0,6,FALSE,67,Comedy; Musical,1967,,Tams-Witmark,TRUE,TRUE,TRUE,Adapted from the comic by Charles Schultz.,"Charlie Brown and the entire Peanuts gang explore life’s great questions as they play baseball, struggle with homework, sing songs, swoon over their crushes and celebrate the joy of friendship.",,,
494,"Young and Fair, The","Nash, N. Richard",10-18,0,21,0,21,TRUE,91,Drama,1948,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"A former student of a fashionable New England women's college returns as a teacher and discovers her younger sister, a student at the college, falsely accused of stealing by a group of trustees' daughters attempting to cover their own crimes. The Young and Fair is an exciting play for an all-female cast, most of them young.",,,
495,"Young Lady of Property, A","Foote, Horton",10-18,3,6,0,9,FALSE,29,Drama,1954,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"Wilma, a lonely girl of fifteen, lives with her aunt. Her mother is dead, and her father, who is weak and not too reliable, goes out with a Mrs. Leighton, a woman of whom the town disapproves. In a wistful moment Wilma confesses to her best friend that what she really wants more than anything else is to live again with her father in the house her mother left her, and since she knows that will never happen, she would like to marry in a few years and live in her house with her husband and children. In the absence of a real family, the house has become everything to her—her whole identity based on this, her one possession, which makes her a young lady of property. Wilma's gentle, happy realization that her real purpose in life is to remain here as a wife and mother in this house she loves is shattered by the news that her father is planning to marry Mrs. Leighton and to sell Wilma's house. Not only is she losing her father, she is losing the one thing that represents a safe and happy future to her. She dashes out frantically, realizing the only person who can help her now is Mrs. Leighton. And to her great joy she discovers that Mrs. Leighton is a person of warmth and sympathy. She saves Wilma's house for her and helps Wilma realize that her father, after all, has a right to marry again. And Wilma has her house safely again to fill with life so that she need never be lonely.",,,
